水利種別(消火栓),水利種別(消火栓)名,市町村(消火栓)名,担当区内通番(消火栓),設置場所-1(消火栓),配管径,Ｘ座標(栓)(座標),Ｙ座標(栓)(座標),緯度(栓)(座標),経度(栓)(座標),備考
01,消火栓,彦根市,1736,彦根市日夏町　 ,150,2041607,-8509169,0351357756,1361327588,
01,消火栓,彦根市,1737,彦根市日夏町　 ,100,2033515,-8512737,0351356604,1361324384,
01,消火栓,彦根市,1738,彦根市日夏町　 ,100,2035406,-8503859,0351359484,1361325140,
01,消火栓,彦根市,1739,彦根市日夏町　 ,150,2046684,-8500506,0351400564,1361329604,
01,消火栓,彦根市,1740,彦根市日夏町　 ,100,2041846,-8494083,0351402652,1361327696,
01,消火栓,彦根市,1741,彦根市日夏町　 ,150,2055325,-8498490,0351401212,1361333024,
01,消火栓,彦根市,1742,彦根市日夏町　 ,150,2048306,-8493514,0351402832,1361330252,
01,消火栓,彦根市,1743,彦根市日夏町　 ,150,2039464,-8487322,0351404848,1361326760,
01,消火栓,彦根市,1744,彦根市古沢町　 ,75,2450228,-8068231,0351620532,1361609696,
01,消火栓,彦根市,1745,彦根市中薮町　 ,100,2196260,-8108706,0351607608,1361429148,
01,消火栓,彦根市,1746,彦根市中薮町　 ,50,2205828,-8115671,0351605340,1361432928,
01,消火栓,彦根市,1747,彦根市中薮町　 ,200,2194202,-8123020,0351602964,1361428320,
01,消火栓,彦根市,1748,彦根市正法寺町　 ,75,2410314,-8314256,0351500720,1361553640,
01,消火栓,彦根市,1749,彦根市竹ケ鼻町　 ,100,2242678,-8448018,0351417448,1361447184,
01,消火栓,彦根市,1750,彦根市東沼波町　 ,100,2420816,-8371663,0351442080,1361557734,
01,消火栓,彦根市,1751,彦根市仏生寺町　 ,100,2760307,-8110000,0351606686,1361812360,
01,消火栓,彦根市,1752,彦根市仏生寺町　 ,100,2763668,-8088734,0351613584,1361813716,
01,消火栓,彦根市,1753,彦根市笹尾町　 ,75,2708069,-8234657,0351526280,1361751540,
01,消火栓,彦根市,1754,彦根市笹尾町　 ,100,2729071,-8229602,0351527900,1361759856,
01,消火栓,彦根市,1755,彦根市荘厳寺町　 ,100,2742226,-8069694,0351619785,1361805254,
01,消火栓,彦根市,1756,彦根市荘厳寺町　 ,75,2784947,-8054564,0351624653,1361822179,
01,消火栓,彦根市,1757,彦根市荘厳寺町　 ,75,2793752,-8050927,0351625824,1361825668,
01,消火栓,彦根市,1758,彦根市東沼波町　 ,100,2350396,-8366437,0351443836,1361529880,
01,消火栓,彦根市,1759,彦根市駅東町,150,2439561,-8093218,0351612432,1361605448,
01,消火栓,彦根市,1760,彦根市南三ツ谷町　 ,150,1412012,-8747746,0351240716,1360918396,
01,消火栓,彦根市,1761,彦根市高宮町　 ,75,2324327,-8531845,0351350175,1361519399,
01,消火栓,彦根市,1762,彦根市日夏町　 ,150,2024699,-8579097,0351335074,1361320838,
01,消火栓,彦根市,1763,彦根市上岡部町　 ,100,1647325,-8693440,0351258212,1361051492,
01,消火栓,彦根市,1764,彦根市清崎町　 ,100,1957606,-8677958,0351303036,1361254216,
01,消火栓,彦根市,1765,彦根市西葛篭町　 ,100,2260376,-8611252,0351324456,1361454024,
01,消火栓,彦根市,1766,彦根市野口町　 ,100,2165754,-8665282,0351306996,1361416548,
01,消火栓,彦根市,1767,彦根市南川瀬町　 ,150,2063069,-8655516,0351310244,1361335946,
01,消火栓,彦根市,1768,彦根市甘呂町　 ,100,2025512,-8434111,0351422128,1361321288,
01,消火栓,彦根市,1769,彦根市八坂町　 ,75,1956508,-8254789,0351520376,1361254144,
01,消火栓,彦根市,1770,彦根市東沼波町　 ,75,2382812,-8374672,0351441136,1361542696,
01,消火栓,彦根市,1771,彦根市東沼波町　 ,100,2422952,-8380310,0351439272,1361558570,
01,消火栓,彦根市,1772,彦根市野瀬町　 ,75,2165923,-8356028,0351447364,1361416908,
01,消火栓,彦根市,1773,彦根市小泉町　 ,100,2295092,-8338961,0351452800,1361508028,
01,消火栓,彦根市,1774,彦根市大薮町　 ,100,2136420,-8136014,0351558792,1361405442,
01,消火栓,彦根市,1775,彦根市大薮町　 ,100,2096426,-8169619,0351547916,1361349584,
01,消火栓,彦根市,1776,彦根市平田町　 ,100,2257457,-8280487,0351511808,1361453196,
01,消火栓,彦根市,1777,彦根市鳥居本町　 ,100,2633977,-8034247,0351631393,1361722455,
01,消火栓,彦根市,1778,彦根市善谷町　 ,75,2837965,-7962717,0351654407,1361843276,
01,消火栓,彦根市,1779,彦根市善谷町　 ,75,2829995,-7969130,0351652334,1361840113,
01,消火栓,彦根市,1780,彦根市宮田町　 ,75,2541388,-7878964,0351721876,1361645984,
01,消火栓,彦根市,1781,彦根市古沢町　 ,100,2437203,-8062165,0351622512,1361604548,
01,消火栓,彦根市,1782,彦根市後三条町　 ,75,2268250,-8194494,0351539708,1361457552,
01,消火栓,彦根市,1783,彦根市大薮町　 ,100,2173445,-8192287,0351540500,1361420040,
01,消火栓,彦根市,1784,彦根市大薮町　 ,100,2179005,-8196600,0351539096,1361422236,
01,消火栓,彦根市,1785,彦根市西今町　 ,75,2165547,-8245171,0351523343,1361416865,
01,消火栓,彦根市,1786,彦根市西今町　 ,75,2169858,-8251861,0351521168,1361418564,
01,消火栓,彦根市,1787,彦根市西今町　 ,100,2163960,-8296467,0351506696,1361416187,
01,消火栓,彦根市,1788,彦根市野瀬町　 ,100,2161354,-8348163,0351449920,1361415108,
01,消火栓,彦根市,1789,彦根市野瀬町　 ,100,2170560,-8354575,0351447832,1361418744,
01,消火栓,彦根市,1790,彦根市高宮町　 ,75,2351986,-8418123,0351427060,1361530456,
01,消火栓,彦根市,1791,彦根市高宮町　 ,100,2311827,-8442630,0351419140,1361514544,
01,消火栓,彦根市,1792,彦根市八坂町　 ,200,2014396,-8224047,0351530312,1361317076,
01,消火栓,彦根市,1793,彦根市川瀬馬場町　 ,100,2039235,-8587597,0351332304,1361326580,
01,消火栓,彦根市,1794,彦根市川瀬馬場町　 ,100,2037262,-8598256,0351328846,1361325790,
01,消火栓,彦根市,1795,彦根市南川瀬町　 ,100,2104272,-8648234,0351312576,1361352248,
01,消火栓,彦根市,1796,彦根市上稲葉町　 ,100,1705130,-8888001,0351155032,1361114208,
01,消火栓,彦根市,1797,彦根市中薮２丁目　 ,100,2209876,-8096693,0351611496,1361434548,
01,消火栓,彦根市,1798,彦根市鳥居本町　 ,100,2646898,-8007000,0351640224,1361727600,
01,消火栓,彦根市,1799,彦根市鳥居本町　 ,100,2643188,-8013445,0351638136,1361726124,
01,消火栓,彦根市,1800,彦根市鳥居本町　 ,75,2652547,-8019909,0351636029,1361729821,
01,消火栓,彦根市,1801,彦根市松原町　 ,75,2419800,-7943155,0351701152,1361557787,
01,消火栓,彦根市,1802,彦根市大薮町　 ,100,2216515,-8170441,0351547556,1361437104,
01,消火栓,彦根市,1803,彦根市大薮町　 ,100,2222081,-8176861,0351545468,1361439300,
01,消火栓,彦根市,1804,彦根市大薮町　 ,200,2164938,-8210832,0351534488,1361416656,
01,消火栓,彦根市,1805,彦根市西今町　 ,100,2163878,-8223923,0351530240,1361416224,
01,消火栓,彦根市,1806,彦根市西今町　 ,100,2154158,-8238471,0351525526,1361412364,
01,消火栓,彦根市,1807,彦根市西今町　 ,150,2149645,-8245745,0351523169,1361410572,
01,消火栓,彦根市,1808,彦根市開出今町　 ,200,2122083,-8247982,0351522464,1361359664,
01,消火栓,彦根市,1809,彦根市開出今町　 ,200,2115099,-8257538,0351519368,1361356892,
01,消火栓,彦根市,1810,彦根市開出今町　 ,150,2116849,-8266407,0351516488,1361357576,
01,消火栓,彦根市,1811,彦根市野瀬町　 ,150,2123867,-8271604,0351514796,1361400348,
01,消火栓,彦根市,1812,彦根市野瀬町　 ,150,2129623,-8281685,0351511520,1361402616,
01,消火栓,彦根市,1813,彦根市野瀬町　 ,150,2134098,-8288884,0351509180,1361404380,
01,消火栓,彦根市,1814,彦根市野瀬町　 ,150,2142120,-8295188,0351507128,1361407548,
01,消火栓,彦根市,1815,彦根市野瀬町　 ,150,2148866,-8300496,0351505400,1361410212,
01,消火栓,彦根市,1816,彦根市野瀬町　 ,75,2170885,-8370815,0351442561,1361418857,
01,消火栓,彦根市,1817,彦根市西今町　 ,100,2192859,-8356518,0351447184,1361427564,
01,消火栓,彦根市,1818,彦根市西今町　 ,100,2200768,-8353503,0351448156,1361430696,
01,消火栓,彦根市,1819,彦根市西今町　 ,100,2233055,-8347323,0351450136,1361443476,
01,消火栓,彦根市,1820,彦根市小泉町　 ,75,2287332,-8329107,0351456004,1361504968,
01,消火栓,彦根市,1821,彦根市八坂町　 ,200,1999094,-8239728,0351525234,1361311008,
01,消火栓,彦根市,1822,彦根市八坂町　 ,200,1992484,-8248043,0351522540,1361308385,
01,消火栓,彦根市,1823,彦根市正法寺町　 ,100,2490813,-8337221,0351453196,1361625464,
01,消火栓,彦根市,1824,彦根市東沼波町　 ,100,2435803,-8379716,0351439453,1361603655,
01,消火栓,彦根市,1825,彦根市東沼波町　 ,100,2429130,-8377784,0351440086,1361601017,
01,消火栓,彦根市,1826,彦根市高宮町　 ,100,2403826,-8457979,0351414081,1361550922,
01,消火栓,彦根市,1827,彦根市東沼波町　 ,100,2361474,-8357424,0351446752,1361534272,
01,消火栓,彦根市,1828,彦根市高宮町　 ,75,2341808,-8423474,0351425332,1361526424,
01,消火栓,彦根市,1829,彦根市高宮町　 ,100,2299613,-8456076,0351414786,1361509699,
01,消火栓,彦根市,1830,彦根市古沢町　 ,200,2476981,-8071708,0351619380,1361620280,
01,消火栓,彦根市,1831,彦根市古沢町　 ,150,2438710,-8081129,0351616356,1361605124,
01,消火栓,彦根市,1832,彦根市古沢町　 ,75,2430373,-8025579,0351634392,1361601884,
01,消火栓,彦根市,1833,彦根市馬場１丁目　 ,100,2296886,-8006961,0351640548,1361509072,
01,消火栓,彦根市,1834,彦根市馬場１丁目　 ,100,2291081,-8013520,0351638424,1361506768,
01,消火栓,彦根市,1835,彦根市芹川町　 ,75,2427202,-8214730,0351533007,1361600428,
01,消火栓,彦根市,1836,彦根市正法寺町　 ,75,2506707,-8293917,0351507236,1361631800,
01,消火栓,彦根市,1837,彦根市正法寺町　 ,150,2492952,-8329141,0351455816,1361626319,
01,消火栓,彦根市,1838,彦根市正法寺町　 ,100,2485678,-8323037,0351457804,1361623448,
01,消火栓,彦根市,1839,彦根市正法寺町　 ,100,2480809,-8339134,0351452584,1361621504,
01,消火栓,彦根市,1840,彦根市後三条町　 ,100,2317115,-8233526,0351527000,1361516848,
01,消火栓,彦根市,1841,彦根市後三条町　 ,75,2320499,-8240506,0351524732,1361518180,
01,消火栓,彦根市,1842,彦根市後三条町　 ,100,2318687,-8243616,0351523724,1361517460,
01,消火栓,彦根市,1843,彦根市高宮町　 ,75,2391686,-8426782,0351424216,1361546152,
01,消火栓,彦根市,1844,彦根市高宮町　 ,75,2382478,-8420595,0351426232,1361542516,
01,消火栓,彦根市,1845,彦根市野瀬町　 ,150,2158712,-8308459,0351502808,1361414100,
01,消火栓,彦根市,1846,彦根市野瀬町　 ,100,2155609,-8318281,0351459623,1361412863,
01,消火栓,彦根市,1847,彦根市野瀬町　 ,100,2163478,-8322868,0351458128,1361415972,
01,消火栓,彦根市,1848,彦根市西今町　 ,75,2171456,-8310869,0351502016,1361419140,
01,消火栓,彦根市,1849,彦根市戸賀町　 ,75,2235710,-8317146,0351459928,1361444556,
01,消火栓,彦根市,1850,彦根市高宮町　 ,150,2301349,-8473604,0351409096,1361510368,
01,消火栓,彦根市,1851,彦根市高宮町　 ,150,2307644,-8479689,0351407116,1361512852,
01,消火栓,彦根市,1852,彦根市高宮町　 ,150,2314848,-8485217,0351405316,1361515696,
01,消火栓,彦根市,1853,彦根市高宮町　 ,75,2320495,-8494338,0351402351,1361517921,
01,消火栓,彦根市,1854,彦根市高宮町　 ,75,2304659,-8486685,0351404848,1361511664,
01,消火栓,彦根市,1855,彦根市高宮町　 ,150,2313056,-8496092,0351401788,1361514976,
01,消火栓,彦根市,1856,彦根市高宮町　 ,100,2315532,-8503628,0351359340,1361515948,
01,消火栓,彦根市,1857,彦根市野瀬町　 ,100,2153004,-8321634,0351458537,1361411829,
01,消火栓,彦根市,1858,彦根市野瀬町　 ,100,2158745,-8328516,0351456299,1361414094,
01,消火栓,彦根市,1859,彦根市宇尾町　 ,75,2153680,-8398553,0351433572,1361412025,
01,消火栓,彦根市,1860,彦根市川瀬馬場町　 ,150,2090409,-8597020,0351329208,1361346812,
01,消火栓,彦根市,1861,彦根市肥田町　 ,75,1852093,-8849222,0351207524,1361212348,
01,消火栓,彦根市,1862,彦根市田原町　 ,100,1671752,-8759504,0351236756,1361101104,
01,消火栓,彦根市,1863,彦根市賀田山町　 ,75,1901674,-8658111,0351309516,1361232112,
01,消火栓,彦根市,1864,彦根市大薮町　 ,200,2159836,-8093709,0351612504,1361414748,
01,消火栓,彦根市,1865,彦根市川瀬馬場町　 ,300,2078624,-8574045,0351336674,1361342172,
01,消火栓,彦根市,1866,彦根市野瀬町　 ,100,2185228,-8361860,0351445456,1361424540,
01,消火栓,彦根市,1867,彦根市地蔵町　 ,100,2494343,-8297501,0351506084,1361626904,
01,消火栓,彦根市,1868,彦根市地蔵町　 ,100,2485355,-8304846,0351503708,1361623340,
01,消火栓,彦根市,1869,彦根市大薮町　 ,100,2178838,-8202479,0351537188,1361422164,
01,消火栓,彦根市,1870,彦根市松原町　 ,75,2425595,-7973679,0351651240,1361600048,
01,消火栓,彦根市,1871,彦根市松原町　 ,150,2414682,-7974485,0351650988,1361555728,
01,消火栓,彦根市,1872,彦根市宇尾町　 ,75,2189757,-8428292,0351423892,1361426268,
01,消火栓,彦根市,1873,彦根市大堀町　 ,100,2425510,-8433758,0351421923,1361559525,
01,消火栓,彦根市,1874,彦根市野田山町　 ,75,2534968,-8378140,0351439876,1361642888,
01,消火栓,彦根市,1875,彦根市大薮町　 ,75,2207399,-8200080,0351537944,1361433468,
01,消火栓,彦根市,1876,彦根市高宮町　 ,125,2477359,-8574412,0351336228,1361619884,
01,消火栓,彦根市,1877,彦根市西今町　 ,100,2160113,-8285827,0351510152,1361414676,
01,消火栓,彦根市,1878,彦根市高宮町　 ,50,2370376,-8490286,0351403624,1361537656,
01,消火栓,彦根市,1879,彦根市肥田町　 ,150,1855131,-8865521,0351202232,1361213536,
01,消火栓,彦根市,1880,彦根市松原町　 ,300,2405921,-7997359,0351643572,1361552236,
01,消火栓,彦根市,1881,彦根市松原町　 ,75,2359576,-7875132,0351723280,1361534020,
01,消火栓,彦根市,1882,彦根市松原町　 ,75,2340637,-7901692,0351714676,1361526496,
01,消火栓,彦根市,1883,彦根市松原町　 ,75,2294199,-7952060,0351658368,1361508064,
01,消火栓,彦根市,1884,彦根市外町　 ,75,2459361,-8181903,0351543632,1361613188,
01,消火栓,彦根市,1885,彦根市戸賀町　 ,150,2206280,-8306158,0351503518,1361432923,
01,消火栓,彦根市,1886,彦根市戸賀町　 ,150,2193074,-8296116,0351506787,1361427708,
01,消火栓,彦根市,1887,彦根市宮田町　 ,100,2551034,-7848654,0351731704,1361649836,
01,消火栓,彦根市,1888,彦根市宮田町　 ,100,2539362,-7860128,0351727991,1361645203,
01,消火栓,彦根市,1889,彦根市辻堂町　 ,300,2125947,-8498104,0351401284,1361400960,
01,消火栓,彦根市,1890,彦根市西今町　 ,150,2153698,-8228163,0351528872,1361412192,
01,消火栓,彦根市,1891,彦根市正法寺町　 ,100,2495513,-8358949,0351446140,1361627300,
01,消火栓,彦根市,1892,彦根市正法寺町　 ,100,2496301,-8317677,0351459534,1361627657,
01,消火栓,彦根市,1893,彦根市開出今町　 ,75,2103061,-8215063,0351533162,1361352168,
01,消火栓,彦根市,1894,彦根市正法寺町　 ,75,2506815,-8332851,0351454600,1361631800,
01,消火栓,彦根市,1895,彦根市松原町　 ,150,2422005,-7949787,0351658997,1361558653,
01,消火栓,彦根市,1896,彦根市松原町　 ,150,2418264,-7953511,0351657792,1361557168,
01,消火栓,彦根市,1897,彦根市松原町　 ,150,2421295,-7964484,0351654228,1361558356,
01,消火栓,彦根市,1898,彦根市西今町　 ,100,2241971,-8399924,0351433058,1361446952,
01,消火栓,彦根市,1899,彦根市正法寺町　 ,100,2563041,-8326141,0351456726,1361654053,
01,消火栓,彦根市,1900,彦根市正法寺町　 ,100,2567005,-8310886,0351501674,1361655638,
01,消火栓,彦根市,1901,彦根市川瀬馬場町　 ,100,2107610,-8588594,0351331930,1361353623,
01,消火栓,彦根市,1902,彦根市竹ケ鼻町　 ,100,2236093,-8434945,0351421696,1361444592,
01,消火栓,彦根市,1903,彦根市竹ケ鼻町　 ,100,2239435,-8424954,0351424936,1361445924,
01,消火栓,彦根市,1904,彦根市竹ケ鼻町　 ,100,2246146,-8413277,0351428720,1361448591,
01,消火栓,彦根市,1905,彦根市彦富町　 ,250,1683238,-8865746,0351202268,1361105568,
01,消火栓,彦根市,1906,彦根市西今町　 ,100,2160717,-8233692,0351527072,1361414964,
01,消火栓,彦根市,1907,彦根市川瀬馬場町　 ,100,2067936,-8613427,0351323900,1361337909,
01,消火栓,彦根市,1908,彦根市南川瀬町　 ,100,2060426,-8620382,0351321648,1361334932,
01,消火栓,彦根市,1909,彦根市川瀬馬場町　 ,100,2057676,-8611736,0351324456,1361333852,
01,消火栓,彦根市,1910,彦根市東沼波町　 ,75,2376850,-8362276,0351445164,1361540350,
01,消火栓,彦根市,1911,彦根市芹川町　 ,50,2405581,-8239899,0351524857,1361551846,
01,消火栓,彦根市,1912,彦根市後三条町　 ,150,2273076,-8160096,0351550868,1361459496,
01,消火栓,彦根市,1913,彦根市後三条町　 ,100,2278797,-8192027,0351540500,1361501728,
01,消火栓,彦根市,1914,彦根市堀町　 ,75,2156309,-8483612,0351405964,1361412984,
01,消火栓,彦根市,1915,彦根市野田山町　 ,100,2561456,-8398961,0351433095,1361653344,
01,消火栓,彦根市,1916,彦根市蓮台寺町　 ,150,2087455,-8539790,0351347784,1361345696,
01,消火栓,彦根市,1917,彦根市日夏町　 ,75,2031339,-8568980,0351338352,1361323473,
01,消火栓,彦根市,1918,彦根市高宮町　 ,150,2486782,-8558746,0351341304,1361623628,
01,消火栓,彦根市,1919,彦根市南川瀬町　 ,100,2113112,-8691806,0351258428,1361355704,
01,消火栓,彦根市,1920,彦根市東沼波町　 ,150,2372240,-8368488,0351443152,1361538520,
01,消火栓,彦根市,1921,彦根市大堀町　 ,75,2407519,-8421873,0351425796,1361552421,
01,消火栓,彦根市,1922,彦根市川瀬馬場町　 ,150,2170116,-8630180,0351318385,1361418307,
01,消火栓,彦根市,1923,彦根市稲部町　 ,200,1779766,-8829956,0351213824,1361143764,
01,消火栓,彦根市,1924,彦根市稲部町　 ,200,1763630,-8818895,0351217424,1361137392,
01,消火栓,彦根市,1925,彦根市楡町　 ,0,2035968,-8753323,0351238520,1361325140,
01,消火栓,彦根市,1926,彦根市楡町　 ,0,2045538,-8758404,0351236864,1361328920,
01,消火栓,彦根市,1927,彦根市南川瀬町　 ,0,2128431,-8703084,0351254756,1361401752,
01,消火栓,彦根市,1928,彦根市南川瀬町　 ,0,2141327,-8690297,0351258896,1361406864,
01,消火栓,彦根市,1929,彦根市南川瀬町　 ,0,2152224,-8679290,0351302460,1361411184,
01,消火栓,彦根市,1930,彦根市高宮町　 ,150,2364869,-8437945,0351420616,1361535532,
01,消火栓,彦根市,1931,彦根市高宮町　 ,100,2373386,-8423503,0351425296,1361538916,
01,消火栓,彦根市,1932,彦根市森堂町　 ,0,2249638,-8588047,0351331996,1361449800,
01,消火栓,彦根市,1933,彦根市森堂町　 ,0,2257225,-8594973,0351329742,1361452794,
01,消火栓,彦根市,1934,彦根市西今町　 ,75,2184345,-8373177,0351441784,1361424180,
01,消火栓,彦根市,1935,彦根市平田町　 ,0,2253620,-8253914,0351520436,1361451704,
01,消火栓,彦根市,1936,彦根市西今町　 ,150,2172478,-8244091,0351523688,1361419608,
01,消火栓,彦根市,1937,彦根市西今町　 ,150,2164459,-8238785,0351525416,1361416440,
01,消火栓,彦根市,1938,彦根市野瀬町　 ,150,2171392,-8321961,0351458416,1361419104,
01,消火栓,彦根市,1939,彦根市竹ケ鼻町　 ,100,2254250,-8417596,0351427312,1361451792,
01,消火栓,彦根市,1940,彦根市日夏町　 ,75,2068020,-8478273,0351407764,1361338064,
01,消火栓,彦根市,1941,彦根市小泉町　 ,0,2332818,-8394803,0351434645,1361522897,
01,消火栓,彦根市,1942,彦根市小泉町　 ,0,2337253,-8401009,0351432627,1361524645,
01,消火栓,彦根市,1943,彦根市小泉町　 ,0,2340364,-8393339,0351435114,1361525884,
01,消火栓,彦根市,1944,彦根市小泉町　 ,0,2341110,-8402343,0351432191,1361526170,
01,消火栓,彦根市,1945,彦根市小泉町　 ,0,2284642,-8322190,0351458251,1361503911,
01,消火栓,彦根市,1946,彦根市小泉町　 ,0,2276089,-8320474,0351458815,1361500529,
01,消火栓,彦根市,1947,彦根市小泉町　 ,0,2262548,-8333678,0351454541,1361455158,
01,消火栓,彦根市,1948,彦根市小泉町　 ,0,2262337,-8340151,0351452440,1361455068,
01,消火栓,彦根市,1949,彦根市西今町　 ,0,2234588,-8414983,0351428176,1361444016,
01,消火栓,彦根市,1950,彦根市大堀町　 ,0,2447259,-8426808,0351424159,1361608137,
01,消火栓,彦根市,1951,彦根市大堀町　 ,0,2453210,-8430380,0351422995,1361610487,
01,消火栓,彦根市,1952,彦根市南川瀬町　 ,150,2059109,-8662560,0351307960,1361334373,
01,消火栓,彦根市,1953,彦根市野田山町　 ,0,2569605,-8398563,0351433216,1361656568,
01,消火栓,彦根市,1955,彦根市辻堂町　 ,150,2139774,-8495521,0351402112,1361406432,
01,消火栓,彦根市,1956,彦根市蓮台寺町　 ,100,2117377,-8491580,0351403408,1361357576,
01,消火栓,彦根市,1957,彦根市野瀬町　 ,50,2158233,-8372775,0351441935,1361413850,
01,消火栓,彦根市,1958,彦根市野瀬町　 ,150,2179797,-8336139,0351453808,1361422416,
01,消火栓,彦根市,1959,彦根市大堀町　 ,75,2455542,-8400036,0351432841,1361611442,
01,消火栓,彦根市,1960,彦根市清崎町　 ,0,1837253,-8597118,0351329355,1361206683,
01,消火栓,彦根市,1961,彦根市稲里町　 ,0,1863815,-8627542,0351319463,1361217164,
01,消火栓,彦根市,1962,彦根市小泉町　 ,0,2324861,-8387357,0351437068,1361519757,
01,消火栓,彦根市,1963,彦根市小泉町　 ,0,2329583,-8388390,0351436729,1361521624,
01,消火栓,彦根市,1964,彦根市東沼波町　 ,0,2339485,-8379686,0351439546,1361525550,
01,消火栓,彦根市,1965,彦根市小泉町　 ,0,2326330,-8395874,0351434303,1361520329,
01,消火栓,彦根市,1966,彦根市小泉町　 ,0,2336294,-8387628,0351436971,1361524280,
01,消火栓,彦根市,1967,彦根市東沼波町　 ,0,2343364,-8386950,0351437185,1361527077,
01,消火栓,彦根市,1968,彦根市平田町　 ,0,2268412,-8259162,0351518720,1361457552,
01,消火栓,彦根市,1969,彦根市平田町　 ,0,2272585,-8253938,0351520412,1361459208,
01,消火栓,彦根市,1970,彦根市小泉町　 ,0,2332464,-8404447,0351431515,1361522747,
01,消火栓,彦根市,1971,彦根市原町　 ,0,2503244,-8247801,0351522206,1361630480,
01,消火栓,彦根市,1972,彦根市賀田山町　 ,0,1976764,-8697327,0351256736,1361301776,
01,消火栓,彦根市,1973,彦根市大堀町　 ,0,2473518,-8406694,0351430664,1361618547,
01,消火栓,彦根市,1974,彦根市大堀町　 ,0,2468243,-8413999,0351428298,1361616452,
01,消火栓,彦根市,1975,彦根市大堀町　 ,0,2445243,-8444608,0351418384,1361607320,
01,消火栓,彦根市,1976,彦根市高宮町　 ,0,2436268,-8457500,0351414208,1361603756,
01,消火栓,彦根市,1977,彦根市高宮町　 ,0,2423718,-8475308,0351408439,1361558773,
01,消火栓,彦根市,1978,彦根市高宮町　 ,0,2408695,-8458017,0351414064,1361552848,
01,消火栓,彦根市,1979,彦根市高宮町　 ,75,2396253,-8419303,0351426640,1361547967,
01,消火栓,彦根市,1980,彦根市高宮町　 ,75,2411291,-8430928,0351422854,1361553904,
01,消火栓,彦根市,1981,彦根市西今町　 ,100,2239992,-8403642,0351431852,1361446165,
01,消火栓,彦根市,1982,彦根市高宮町　 ,0,2440363,-8447951,0351417304,1361605386,
01,消火栓,彦根市,1983,彦根市竹ケ鼻町　 ,0,2254017,-8433459,0351422164,1361451684,
01,消火栓,彦根市,1984,彦根市高宮町　 ,0,2421697,-8459260,0351413650,1361557990,
01,消火栓,彦根市,1985,彦根市野田山町　 ,200,2541491,-8416138,0351427538,1361645427,
01,消火栓,彦根市,1986,彦根市稲部町　 ,100,1809475,-8844539,0351209072,1361155500,
01,消火栓,彦根市,1987,彦根市高宮町　 ,75,2402152,-8427087,0351424108,1361550292,
01,消火栓,彦根市,1988,彦根市高宮町　 ,75,2394685,-8425332,0351424684,1361547340,
01,消火栓,彦根市,1989,彦根市松原町　 ,200,2330397,-7916028,0351710032,1361522428,
01,消火栓,彦根市,1990,彦根市松原町　 ,200,2345643,-7973225,0351651456,1361528404,
01,消火栓,彦根市,1991,彦根市日夏町　 ,0,1981952,-8564338,0351339894,1361303943,
01,消火栓,彦根市,1992,彦根市馬場２丁目　 ,200,2266306,-7999939,0351642852,1361456976,
01,消火栓,彦根市,1993,彦根市後三条町　 ,150,2265057,-8154791,0351552596,1361456328,
01,消火栓,彦根市,1994,彦根市西葛篭町　 ,75,2218325,-8611024,0351324564,1361437392,
01,消火栓,彦根市,1995,彦根市西葛篭町　 ,75,2249339,-8638234,0351315708,1361449632,
01,消火栓,彦根市,1996,彦根市芹川町　 ,0,2426785,-8247103,0351522500,1361600228,
01,消火栓,彦根市,1997,彦根市野瀬町　 ,0,2163476,-8344438,0351451128,1361415951,
01,消火栓,彦根市,1998,彦根市長曽根南町　 ,0,2187229,-8098745,0351610848,1361425584,
01,消火栓,彦根市,1999,彦根市長曽根南町　 ,0,2190183,-8108043,0351607828,1361426744,
01,消火栓,彦根市,2000,彦根市岡町　 ,0,2350140,-8303101,0351504392,1361529844,
01,消火栓,彦根市,2001,彦根市岡町　 ,0,2357226,-8307425,0351502983,1361532643,
01,消火栓,彦根市,2002,彦根市野口町　 ,0,2174270,-8648623,0351312396,1361419932,
01,消火栓,彦根市,2003,彦根市野良田町　 ,100,1814991,-8916064,0351145855,1361157624,
01,消火栓,彦根市,2004,彦根市竹ケ鼻町　 ,0,2260559,-8429671,0351423388,1361454276,
01,消火栓,彦根市,2005,彦根市東沼波町　 ,75,2348821,-8393201,0351435151,1361529230,
01,消火栓,彦根市,2006,彦根市西今町　 ,0,2217661,-8404760,0351431508,1361437330,
01,消火栓,彦根市,2007,彦根市東沼波町　 ,200,2441738,-8292431,0351507776,1361606096,
01,消火栓,彦根市,2008,彦根市須越町　 ,0,1828390,-8341080,0351452458,1361203382,
01,消火栓,彦根市,2009,彦根市西今町　 ,100,2211417,-8391857,0351435700,1361434872,
01,消火栓,彦根市,2010,彦根市宇尾町　 ,75,2175268,-8402719,0351432203,1361420561,
01,消火栓,彦根市,2011,彦根市楡町　 ,150,2039132,-8703401,0351254720,1361326436,
01,消火栓,彦根市,2012,彦根市竹ケ鼻町　 ,0,2225636,-8438299,0351420616,1361440452,
01,消火栓,彦根市,2013,彦根市西今町　 ,0,2137593,-8266026,0351516596,1361405784,
01,消火栓,彦根市,2014,彦根市大薮町　 ,0,2174534,-8115303,0351605484,1361420544,
01,消火栓,彦根市,2015,彦根市大薮町　 ,0,2181546,-8118614,0351604404,1361423316,
01,消火栓,彦根市,2016,彦根市西今町　 ,100,2130441,-8263867,0351517302,1361402957,
